Company Name,Ticker,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,# of Analysts in Q0 Consensus,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),# of Analysts in Q2 Consensus,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,P/E (Trailing 12 Months),P/E (F1),P/E (F2),PEG Ratio,Div. Yield %,Net Margin,% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),% Change F1 Est. (4 weeks),Exchange,Month of Fiscal Yr End,Sector,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,Last Reported Qtr ,Last Qtr EPS,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Debt/Total Capital,Market Cap 
"BlackRock, Inc.","BLK","6.44","6.96","6","5","7.42","5","22.47","28.43","31.17","22.95","18.29","16.68","1.5","2.22",".4","-6.58","-1.25","-.2","NYSE","12","Finance","Financial - Investment Management","2.8","5.9","3.05","20180412","20171201","6.24","-.15","-.26","-.38","48.476","83560.5"
"Blackbaud, Inc.","BLKB",".6",".47","8","4",".54","4","2.16","2.06","2.35","62.34","50.23","43.99","5.24",".46",".08","0","0","0","NSDQ","12","Computer and Technology","Computer - Software","1.67","7.69","3.28","20180507","20171201",".61","0","0","0","58.332","4975.11"
"Ball Corporation","BLL",".42",".61","6","5",".63","5","1.95","2.3","2.67","19.34","17.05","14.68","3.1","1.02",".03","0","0","0","NYSE","12","Industrial Products","Containers - Metal and Glass","15.38","-11.86","2.51","20180503","20171201",".6","-.39","0","0","61.7","13758.35"
"Bloomin' Brands, Inc.","BLMN",".6",".3","8","7",".16","7","1.33","1.42","1.52","18.29","17.39","16.28","1.78","1.46",".02","0","-.41","-.09","NSDQ","12","Retail-Wholesale","Retail - Restaurants","5.13","-20","-2.76","20180425","20171201",".41","-.21","0",".93","95.665","2294.52"
"bluebird bio, Inc.","BLUE","-2","-2.01","9","9","-2.05","9","-6.71","-8.39","-8.1","","","","","0","-9.47","","-5.42","-1.73","NSDQ","12","Medical","Medical - Biomedical and Genetics","-53.66","-5.49","-15.58","20180502","20171201","-2.52","-3.22","-2.14","-2.21","0","8132.4"
"BELLWAY","BLWYY","","","","","","","4.55","6.02","6.68","","6.28","5.66",".64","4.04",".18","0","0","0","OTC","7","Construction","Building Products - Miscellaneous","","","","","","","","","","0","4645.84"
"Banco Latinoamericano de Comercio Exterior, S.A.","BLX",".58",".61","1","1",".63","1","2.11","2.46","2.86","13.74","11.62","9.99","","5.39",".34","","0","0","NYSE","12","Finance","Banks - Foreign","-5.45","-7.14","-14.17","20180420","20171201",".52","0","0","0","52.201","1125.05"
"Macro Bank Inc.","BMA","2.44","2.6","2","1","2.76","1","8.45","10.65","12.29","13","10.18","8.82",".74",".69",".26","0","0","0","NYSE","12","Finance","Banks - Foreign","3.9","-3.86","-3.52","20180509","20171201","2.4","0","0","0","14.96399","7138.79"
"BBMG CORP","BMBGF","","","","","","","","","","","","","","0","","","","","OTC","12","Construction","Building Products - Concrete and Aggregates","","","","","","","","","","","5605.83"
"BMC Stock Holdings, Inc.","BMCH",".12",".45","4","4",".5","4","1.04","1.44","1.71","19.65","13.82","11.64","","0",".02","","0",".7","NSDQ","12","Retail-Wholesale","Building Products - Retail","-11.54","3.03","-8","20180514","20171201",".23","23.08",".56","-.99","32.75899","1333.84"
"Badger Meter, Inc.","BMI",".39",".47","3","3",".4","3","1.17","1.6","1.76","38.56","28.39","25.89","1.86","1.14",".09","0","0","0","NYSE","12","Computer and Technology","Instruments - Control","8.7","-22.86","1.02","20180417","20171201",".25","0","0","0","0","1324.6"
"Bank Of Montreal","BMO","1.66","1.68","4","4","1.77","3","6.35","6.82","7.21","12.15","11.07","10.46","1.6","3.89",".19","0","0","0","NYSE","10","Finance","Banks - Foreign","1.2","-1.9",".08","20180523","20180101","1.68","0","0","0","13.112","48718.23"
"BioMarin Pharmaceutical Inc.","BMRN",".12","-.18","9","10","-.19","10","-.63","-.71",".03","","","2280.32","","0","-.09","","-16.67","-5.86","NSDQ","12","Medical","Medical - Biomedical and Genetics","-25","41.67","63.71","20180503","20171201","-.3","-4.5","-8.7","-9.77","22.45899","13383.23"
"B&M European Value Retail SA Unsponsored ADR","BMRRY","","","","","","",".95","1.11","1.27","","20.05","17.53","1.06","1.08","","0","0","0","OTC","3","Consumer Discretionary","Consumer Products - Discretionary","","","","20180524","","","","","","","5568.12"
"Bemis Company, Inc.","BMS",".59",".65","6","5",".82","5","2.37","2.81","3.11","18.26","15.54","14.02","2.22","2.84",".02","0","0","0","NYSE","12","Industrial Products","Containers - Paper and Packaging","3.28","9.38","-3.1","20180426","20171201",".63",".28","0","0","56.21799","3969.28"
"BIOMERIEUX","BMXMF","","","","","","","2.26","2.45","2.81","","32.71","28.52","3.27","0","","0","0","0","OTC","12","Medical","Medical Services","","","","20180404","","","","","","","9486.63"
"Bristol-Myers Squibb Company","BMY",".87",".82","5","4",".83","4","2.99","3.22","3.86","20.23","18.89","15.76","1.58","2.63",".05","17.62","2.19",".42","NYSE","12","Medical","Large Cap Pharmaceuticals","1.49","-2.6","4.23","20180426","20171201",".68","1.16","2.49","2.79","37.05799","99391.66"
"Beneficial Bancorp, Inc.","BNCL","","","","","","","","","","30.9","","","","1.55",".11","","","","NSDQ","12","Finance","Banks - Northeast","","","","20180420","20171201",".13","","","","34.30599","1166.37"
"BNP Paribas SA","BNPQY","","","","","","","3.23","3.78","4.23","11.47","9.84","8.78","","3.45",".18","","0","0","OTC","12","Finance","Banks - Foreign","","","","20180502","20170601","1.09","","","","60.48699","92790.23"
"Bank of Nova Scotia (The)","BNS","1.3","1.3","4","3","1.38","3","5.16","5.49","5.88","11.63","10.98","10.27","1.37","4.21",".21","0","0","0","NYSE","10","Finance","Banks - Foreign","4.58","0","2.5","20180529","20180101","1.37","-.89","0","0","8.5232","72299.3"
"Brenntag AG","BNTGY",".13","","2","","","",".63",".71",".78","20.58","16.52","15.04","1.84","1.3",".03","0","0","0","OTC","12","Basic Materials","Chemical - Diversified ","","","","20180508","20170901",".15","0","","",".44986","9061.42"
"BofI Holding, Inc.","BOFI",".8",".63","5","5",".69","4","2.09","2.51","3.19","18.04","16.03","12.61","1.6","0",".3","0","0","-.79","NSDQ","6","Finance","Banks - West","15.09","2.04","2.91","20180424","20171201",".61","-1.96","-.94",".37","5.87179","2514.96"
"Bank of Hawaii Corporation","BOH","1.23","1.28","5","4","1.32","4","4.42","5.21","5.64","18.44","15.63","14.46","1.84","2.55",".27","0",".54",".39","NYSE","12","Finance","Banks - West","0","0","3.26","20180423","20171201","1.09",".16","0","0","17.46699","3450.33"
"BOK Financial Corporation","BOKF","1.52","1.62","7","7","1.65","7","5.36","6.43","6.75","18.63","15.36","14.63","1.92","1.82",".2","0",".15",".08","NSDQ","12","Finance","Banks - Southwest","-3.73","-3.68","6.36","20180425","20171201","1.29","0","-.18",".17","60.00899","6463.75"
"Audentes Therapeutics, Inc.","BOLD","-.81","-.79","8","6","-.82","6","-3.5","-3.43","-3.57","","","","","0","","","2.31","7.24","NSDQ","12","Medical","Medical - Biomedical and Genetics","10.87","-2.33","2.05","20180510","20171201","-.82","-.57","4.84","4.47","0","1030.91"
"HUGO BOSS","BOSSY","","","","","","","","","","22.7","","","","2.07",".08","","","","OTC","12","Consumer Discretionary","Textile - Apparel","","","","20180502","20170901",".27","","","","0","6392.32"
"BOUYGUES SA","BOUYF",".25","","1","","","","3","3.37","3.84","","15.28","13.41","",".42",".03","","0","0","OTC","12","Industrial Products","Industrial Services","","","","","","","","","","36.18","92305.19"
"Boardwalk Real Estate Investment Trust","BOWFF","","","","","","","","","","21.6","","","","2.22",".14","","","","OTC","12","Finance","REIT and Equity Trust - Residential","","","","20180515","20171201",".42","","","","43.942","1624.66"
"Box, Inc.","BOX","-.08","-.27","9","5","-.27","5","-.45","-1.01","-.86","","","","","0","-.31","0","2.71","1.75","NYSE","1","Computer and Technology","Internet - Software","25","0","11.88","20180530","20180101","-.06","39.52","0","0","81.74299","2765.56"
"BP p.l.c.","BP",".57",".57","1","1","","","1.83","2.73","2.65","22.21","15.31","15.76",".82","5.7",".01","0","-.87","1.01","NYSE","12","Oils-Energy","Oil and Gas - Integrated - International","-3.03","14","30.73","20180501","20171201",".64","-13.64","-13.64","","35.595","138211.81"
"Boston Private Financial Holdings, Inc.","BPFH",".22",".22","4","4",".25","4",".88",".94","1.05","17.59","15.99","14.2","","3.21",".1","","0",".54","NSDQ","12","Finance","Banks - Northeast","-4.35","-8.7","-5.54","20180425","20171201",".22","3.57","1.12","0","50.984","1259.6"
"Buckeye Partners L.P.","BPL",".77",".72","7","6",".76","6","3.37","3.15","3.26","11.16","11.85","11.45","","13.54",".13","","-4.48","-5.06","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","-3.41","-5.81","-10.31","20180504","20171201",".85","-3.11","-10","-8.08","48.89799","5479.09"
"Blueprint Medicines Corporation","BPMC","-1.09","-1.15","5","4","-1.25","4","-3.75","-4.85","-5.55","","","","","0","-6.91","","0","0","NSDQ","12","Medical","Medical - Biomedical and Genetics","-14.95","-6.67","-12.84","20180502","20171201","-1.23","0","0","0","2.28789","3917.63"
"BP Midstream Partners LP","BPMP",".26",".24","3","2",".29","2","1.15","1.14","1.4","","14.92","12.14",".16","4.24",".56","","-4.93","-3.81","NYSE","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","-25","","","20180628","20171201",".21","-8.33","-7.69","-6.35","0","1777.61"
"Popular, Inc.","BPOP",".74",".9","2","2","1.12","2","2.45","3.89","5.18","15.86","10.87","8.17","","2.36",".05","","0","0","NSDQ","12","Finance","Banks - Southeast","51.16","-76.25","-4.24","20180424","20171201",".65","0","0","0","0","4326.56"
"BPOST SA","BPOSY","","","","","","","1.95","1.94","2","12.32","11.49","11.15","","4.47",".11","","","","OTC","12","Consumer Discretionary","Conusmer Services - Miscellaneous","","","","20180502","20171201",".4","","","","6.98309","4460.02"
"Brookfield Property Partners L.P.","BPY","","","","","","","","","","38.67","","","","6.65",".02","","","","NSDQ","12","Finance","Real Estate - Development","","","","20180504","20171201",".17","","","","46.679","4832.69"
"Broadridge Financial Solutions, Inc.","BR",".79","1.92","3","3",".57","2","3.14","4.04","4.41","28.57","26.4","24.16","2.64","1.37",".08","0","0","0","NYSE","6","Business Services","Outsourcing","36.21","31.71","21.22","20180509","20171201",".79","0","0","0","53.23699","12429.48"
"Brady Corporation","BRC",".43",".49","4","4",".53","3","1.81","1.98","2.19","19.6","18.58","16.83","2.48","2.25",".09","0","1.11",".42","NYSE","7","Industrial Products","Security and Safety Services","9.09","2.08","3.88","20180524","20180101",".48","-.95","-.51","-.31","8.7979","1907.95"
"Bridgestone Corp.","BRDCY",".56","","1","","","","1.73","1.89","2.08","13.89","11.53","10.48","1.27","1.34","","0","8.9","5.59","OTC","12","Auto-Tires-Trucks","Rubber - Tires","","","","20180510","20170901",".33","0","","","11.234","33042.17"
"BRF S.A.","BRFS",".06",".07","1","1",".09","1","0",".41",".65","","16.4","10.14","","0","-.03","","0","0","NYSE","12","Consumer Staples","Food - Miscellaneous","-150","350","55.21","20180510","20171201","-.03","0","0","0","56.82099","5305.39"
"Berkshire Hathaway Inc.","BRK.A","2732.08","","1","","","","","","","33.44","","","","0",".19","0","","","NYSE","12","Finance","Insurance - Property and Casualty","-8.31","-15.45","","20180504","20171201","2029.13","","","","0","482160"
"Berkshire Hathaway Inc.","BRK.B","2.01","2.21","1","1","2.44","1","6.51","8.72","9.49","33.36","22.41","20.61","3.2","0",".19","0","-.21","-.23","NYSE","12","Finance","Insurance - Property and Casualty","-23.73","-25.53","-18.7","20180504","20171201","1.35","1.52","-1.78","-1.21","0","482361.63"
